torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,valor_mercado_local,altura_media_local,edad_media_local,proporcion_zurdos_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,proporcion_zurdos_visitante,resultado,fecha_encuentro,Hora_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Superliga 2019/20,13,1,Estudiantes (LP),Talleres (C),1,0,37,1,4,12,2,63,2,9,18,3,4,5,0,1,46.975,1.7835555555555556,24.866666666666667,0.17777777777777778,59.25,1.770877192982456,23.033898305084747,0.13559322033898305,L,8/11/2019 00:00,19:00:00,2.09,3.82,3.05
Superliga 2019/20,13,2,Union,Atl Tucuman,0,1,63,0,8,10,5,37,2,7,11,1,3,3,1,0,22.575,1.79,24.09433962264151,0.18867924528301888,16.55,1.8056818181818182,26.568181818181817,0.13636363636363635,V,8/11/2019 00:00,21:10:00,1.77,4.97,3.37
Superliga 2019/20,13,3,Lanus,Banfield,0,1,65,1,18,16,9,35,3,10,21,2,4,6,0,1,49.925000000000004,1.7848,23.215686274509803,0.2549019607843137,38.025,1.7916363636363637,25.12727272727273,0.21818181818181817,V,9/11/2019 00:00,15:30:00,1.99,3.97,3.18
Superliga 2019/20,13,4,San Lorenzo,Argentinos,3,0,32,5,8,13,2,68,0,13,19,4,4,5,0,0,92.89999999999999,1.7889655172413794,25.338983050847457,0.2542372881355932,44.050000000000004,1.7709433962264152,25.20754716981132,0.1509433962264151,L,9/11/2019 00:00,17:45:00,2.74,2.79,2.95
Superliga 2019/20,13,5,Godoy Cruz,Independiente,1,2,31,2,9,21,3,69,9,20,6,10,4,0,1,0,42.25,1.8012903225806454,23.768115942028984,0.2463768115942029,66.075,1.7607547169811322,25.169811320754718,0.3018867924528302,V,9/11/2019 00:00,20:00:00,3.77,2.01,3.28
Superliga 2019/20,13,6,Central Cba (SdE),Patronato,3,2,59,5,19,9,4,41,4,10,33,4,2,5,0,2,18.75,1.7907272727272727,27.649122807017545,0.2982456140350877,16.7,1.7992857142857144,25.876712328767123,0.2054794520547945,L,9/11/2019 00:00,21:10:00,2.21,3.57,3
Superliga 2019/20,13,7,River Plate,Rosario Central,0,1,69,2,17,14,9,31,3,7,20,0,2,3,0,0,148.25,1.7879545454545456,25.75,0.20454545454545456,31,1.7771153846153847,25.153846153846153,0.2692307692307692,V,10/11/2019 00:00,11:00:00,1.36,8.78,4.67
Superliga 2019/20,13,8,Aldosivi,Gimnasia (LP),0,3,61,2,5,13,8,39,7,14,25,3,5,4,0,0,14.1,1.7981818181818183,26.065217391304348,0.2608695652173913,24.4,1.788813559322034,25.271186440677965,0.23728813559322035,V,10/11/2019 00:00,13:15:00,2.92,2.61,2.96
Superliga 2019/20,13,9,Newells,Def y Justicia,2,0,34,3,11,9,2,66,3,11,10,7,2,1,0,0,32.325,1.7915384615384615,25.5,0.21153846153846154,50.5,1.7697402597402598,24.426829268292682,0.24390243902439024,L,10/11/2019 00:00,15:30:00,2.2,3.66,2.98
Superliga 2019/20,13,10,Racing Club,Huracan,1,0,72,2,13,13,8,28,4,6,15,3,4,5,0,2,80.125,1.78328125,24.53125,0.1875,23.35,1.7850943396226415,25.05263157894737,0.15789473684210525,L,10/11/2019 00:00,17:45:00,1.7,5.34,3.45
Superliga 2019/20,13,11,Velez,Boca Juniors,0,0,62,6,13,21,4,38,7,13,14,4,4,6,0,1,91.25,1.7884615384615385,23.692307692307693,0.28846153846153844,144,1.7931578947368423,25.140350877192983,0.21052631578947367,E,10/11/2019 00:00,20:00:00,2.8,2.72,2.96
Superliga 2019/20,13,12,Arsenal,Colon,2,1,62,5,17,16,4,38,5,13,10,3,4,2,0,0,14.525,1.8097777777777777,25.630434782608695,0.2391304347826087,49.05,1.786734693877551,25.28,0.18,L,12/12/2019 00:00,21:00:00,1.63,5.31,3.8
Superliga 2019/20,14,1,Def y Justicia,Lanus,2,0,45,9,23,10,6,55,4,19,7,11,1,2,0,0,50.5,1.7697402597402598,24.426829268292682,0.24390243902439024,49.925000000000004,1.7848,23.215686274509803,0.2549019607843137,L,23/11/2019 00:00,19:40:00,2.68,2.83,2.99
Superliga 2019/20,14,2,Huracan,Central Cba (SdE),1,1,59,5,8,19,2,41,1,10,17,6,2,2,0,0,23.35,1.7850943396226415,25.05263157894737,0.15789473684210525,18.75,1.7907272727272727,27.649122807017545,0.2982456140350877,E,23/11/2019 00:00,19:40:00,2.41,3.19,2.97
Superliga 2019/20,14,3,Atl Tucuman,San Lorenzo,2,2,46,4,16,21,5,54,5,8,7,3,6,3,1,0,16.55,1.8056818181818182,26.568181818181817,0.13636363636363635,92.89999999999999,1.7889655172413794,25.338983050847457,0.2542372881355932,E,23/11/2019 00:00,21:45:00,2.42,3.19,2.94
Superliga 2019/20,14,4,Boca Juniors,Union,2,0,59,10,23,15,7,41,3,4,13,0,2,1,0,0,144,1.7931578947368423,25.140350877192983,0.21052631578947367,22.575,1.79,24.09433962264151,0.18867924528301888,L,24/11/2019 00:00,17:10:00,1.51,6.96,3.85
Superliga 2019/20,14,5,Banfield,Velez,1,0,25,6,12,14,4,75,2,10,14,4,1,2,0,0,38.025,1.7916363636363637,25.12727272727273,0.21818181818181817,91.25,1.7884615384615385,23.692307692307693,0.28846153846153844,L,24/11/2019 00:00,19:40:00,2.93,2.59,2.97
Superliga 2019/20,14,6,Gimnasia (LP),Arsenal,0,1,62,1,15,17,3,38,3,9,23,4,1,3,0,0,24.4,1.788813559322034,25.271186440677965,0.23728813559322035,14.525,1.8097777777777777,25.630434782608695,0.2391304347826087,V,24/11/2019 00:00,19:40:00,2.13,3.33,3.36
Superliga 2019/20,14,7,Talleres (C),Racing Club,3,3,45,6,21,11,7,55,6,15,11,8,1,1,0,0,59.25,1.770877192982456,23.033898305084747,0.13559322033898305,80.125,1.78328125,24.53125,0.1875,E,24/11/2019 00:00,21:45:00,2.85,2.78,2.83
Superliga 2019/20,14,8,Colon,Estudiantes (LP),3,2,34,6,12,16,3,66,3,10,17,2,5,5,0,1,49.05,1.786734693877551,25.28,0.18,46.975,1.7835555555555556,24.866666666666667,0.17777777777777778,L,25/11/2019 00:00,19:00:00,2.75,2.86,2.83
Superliga 2019/20,14,9,Patronato,Godoy Cruz,0,2,52,6,23,16,11,48,5,16,12,6,4,2,1,0,16.7,1.7992857142857144,25.876712328767123,0.2054794520547945,42.25,1.8012903225806454,23.768115942028984,0.2463768115942029,V,25/11/2019 00:00,19:00:00,1.63,5.56,3.66
Superliga 2019/20,14,10,Rosario Central,Aldosivi,5,1,43,8,16,17,2,57,3,13,18,3,2,3,0,0,31,1.7771153846153847,25.153846153846153,0.2692307692307692,14.1,1.7981818181818183,26.065217391304348,0.2608695652173913,L,25/11/2019 00:00,21:10:00,1.53,6.79,3.75
Superliga 2019/20,14,11,Argentinos,Newells,1,0,42,4,9,9,5,58,2,13,13,7,2,5,0,0,44.050000000000004,1.7709433962264152,25.20754716981132,0.1509433962264151,32.325,1.7915384615384615,25.5,0.21153846153846154,L,25/11/2019 00:00,21:10:00,2.35,3.43,2.87
Superliga 2019/20,14,12,Independiente,River Plate,1,2,51,6,13,17,4,49,4,9,18,2,4,6,1,0,66.075,1.7607547169811322,25.169811320754718,0.3018867924528302,148.25,1.7879545454545456,25.75,0.20454545454545456,V,19/1/2020 00:00,19:10:00,3.86,1.94,3.44
Superliga 2019/20,15,1,Banfield,Gimnasia (LP),1,1,63,2,11,19,5,37,4,14,15,3,2,2,0,1,38.025,1.7916363636363637,25.12727272727273,0.21818181818181817,24.4,1.788813559322034,25.271186440677965,0.23728813559322035,E,29/11/2019 00:00,19:00:00,1.92,4.27,3.23
Superliga 2019/20,15,2,Racing Club,Def y Justicia,1,1,51,4,13,12,0,49,4,11,14,6,1,2,0,0,80.125,1.78328125,24.53125,0.1875,50.5,1.7697402597402598,24.426829268292682,0.24390243902439024,E,29/11/2019 00:00,21:10:00,2.27,3.33,3.09
Superliga 2019/20,15,3,Estudiantes (LP),Atl Tucuman,1,1,60,5,10,13,8,40,3,16,14,4,5,2,0,0,46.975,1.7835555555555556,24.866666666666667,0.17777777777777778,16.55,1.8056818181818182,26.568181818181817,0.13636363636363635,E,30/11/2019 00:00,17:35:00,1.85,4.54,3.27
Superliga 2019/20,15,4,Boca Juniors,Argentinos,1,1,54,2,5,13,6,46,2,7,21,6,1,3,1,0,144,1.7931578947368423,25.140350877192983,0.21052631578947367,44.050000000000004,1.7709433962264152,25.20754716981132,0.1509433962264151,E,30/11/2019 00:00,19:40:00,1.62,5.89,3.59
Superliga 2019/20,15,5,Newells,River Plate,2,3,39,6,20,15,6,61,6,15,12,9,4,3,0,0,32.325,1.7915384615384615,25.5,0.21153846153846154,148.25,1.7879545454545456,25.75,0.20454545454545456,V,30/11/2019 00:00,21:45:00,4.04,1.96,3.29
Superliga 2019/20,15,6,San Lorenzo,Patronato,2,0,53,5,12,10,5,47,7,24,19,10,1,4,0,0,92.89999999999999,1.7889655172413794,25.338983050847457,0.2542372881355932,16.7,1.7992857142857144,25.876712328767123,0.2054794520547945,L,1/12/2019 00:00,17:10:00,1.75,5.02,3.42
Superliga 2019/20,15,7,Godoy Cruz,Talleres (C),0,5,40,2,8,5,5,60,14,21,12,10,0,2,0,0,42.25,1.8012903225806454,23.768115942028984,0.2463768115942029,59.25,1.770877192982456,23.033898305084747,0.13559322033898305,V,1/12/2019 00:00,19:40:00,3.52,2.12,3.25
Superliga 2019/20,15,8,Velez,Colon,3,1,61,8,17,7,5,39,3,7,12,0,0,1,0,0,91.25,1.7884615384615385,23.692307692307693,0.28846153846153844,49.05,1.786734693877551,25.28,0.18,L,1/12/2019 00:00,19:40:00,1.64,5.77,3.57
Superliga 2019/20,15,9,Aldosivi,Independiente,0,0,34,0,4,22,6,66,1,7,16,5,4,4,1,0,14.1,1.7981818181818183,26.065217391304348,0.2608695652173913,66.075,1.7607547169811322,25.169811320754718,0.3018867924528302,E,1/12/2019 00:00,21:45:00,4.75,1.78,3.44
Superliga 2019/20,15,10,Central Cba (SdE),Rosario Central,1,1,47,6,17,13,5,53,6,11,12,3,3,3,0,0,18.75,1.7907272727272727,27.649122807017545,0.2982456140350877,31,1.7771153846153847,25.153846153846153,0.2692307692307692,E,1/12/2019 00:00,21:45:00,2.92,2.6,3
Superliga 2019/20,15,11,Arsenal,Lanus,1,1,52,9,24,6,4,48,2,10,15,1,1,2,0,0,14.525,1.8097777777777777,25.630434782608695,0.2391304347826087,49.925000000000004,1.7848,23.215686274509803,0.2549019607843137,E,2/12/2019 00:00,19:00:00,2.88,2.42,3.32
Superliga 2019/20,15,12,Union,Huracan,1,0,41,7,13,20,4,59,3,13,13,3,3,3,0,0,22.575,1.79,24.09433962264151,0.18867924528301888,23.35,1.7850943396226415,25.05263157894737,0.15789473684210525,L,2/12/2019 00:00,21:10:00,1.87,4.63,3.2
Superliga 2019/20,16,1,Colon,Aldosivi,0,2,57,0,7,13,3,43,7,17,16,7,4,4,0,0,49.05,1.786734693877551,25.28,0.18,14.1,1.7981818181818183,26.065217391304348,0.2608695652173913,V,6/12/2019 00:00,19:00:00,1.73,5.21,3.42
Superliga 2019/20,16,2,Independiente,Banfield,0,1,68,1,12,15,15,32,4,16,19,9,5,3,0,0,66.075,1.7607547169811322,25.169811320754718,0.3018867924528302,38.025,1.7916363636363637,25.12727272727273,0.21818181818181817,V,6/12/2019 00:00,21:10:00,2.21,3.69,2.95
Superliga 2019/20,16,3,Huracan,Arsenal,0,2,50,4,16,5,6,50,5,14,10,2,2,1,0,0,23.35,1.7850943396226415,25.05263157894737,0.15789473684210525,14.525,1.8097777777777777,25.630434782608695,0.2391304347826087,V,7/12/2019 00:00,17:35:00,2.98,2.55,2.98
Superliga 2019/20,16,4,Talleres (C),Union,0,0,64,1,13,19,6,36,3,9,12,3,4,1,0,0,59.25,1.770877192982456,23.033898305084747,0.13559322033898305,22.575,1.79,24.09433962264151,0.18867924528301888,E,7/12/2019 00:00,19:40:00,2.05,3.9,3.14
Superliga 2019/20,16,5,Atl Tucuman,Newells,2,2,51,3,9,18,6,49,3,10,13,2,3,2,1,1,16.55,1.8056818181818182,26.568181818181817,0.13636363636363635,32.325,1.7915384615384615,25.5,0.21153846153846154,E,7/12/2019 00:00,19:40:00,2.59,2.94,2.97
Superliga 2019/20,16,6,Lanus,Racing Club,1,0,44,0,10,17,7,56,2,4,20,3,2,3,0,0,49.925000000000004,1.7848,23.215686274509803,0.2549019607843137,80.125,1.78328125,24.53125,0.1875,L,7/12/2019 00:00,21:45:00,2.27,3.28,3.16
Superliga 2019/20,16,7,Def y Justicia,Godoy Cruz,2,0,63,3,16,9,3,37,1,8,9,5,0,0,0,0,50.5,1.7697402597402598,24.426829268292682,0.24390243902439024,42.25,1.8012903225806454,23.768115942028984,0.2463768115942029,L,8/12/2019 00:00,17:35:00,1.34,9.26,4.67
Superliga 2019/20,16,8,Gimnasia (LP),Central Cba (SdE),2,1,53,9,20,12,3,47,1,10,14,1,4,4,0,0,24.4,1.788813559322034,25.271186440677965,0.23728813559322035,18.75,1.7907272727272727,27.649122807017545,0.2982456140350877,L,8/12/2019 00:00,17:35:00,1.83,4.55,3.34
Superliga 2019/20,16,9,Rosario Central,Boca Juniors,1,0,40,7,20,10,2,60,5,18,16,7,2,5,0,1,31,1.7771153846153847,25.153846153846153,0.2692307692307692,144,1.7931578947368423,25.140350877192983,0.21052631578947367,L,8/12/2019 00:00,19:40:00,3.31,2.32,3.04
Superliga 2019/20,16,10,River Plate,San Lorenzo,0,1,75,6,23,21,5,25,2,8,16,5,4,7,2,0,148.25,1.7879545454545456,25.75,0.20454545454545456,92.89999999999999,1.7889655172413794,25.338983050847457,0.2542372881355932,V,8/12/2019 00:00,21:45:00,1.31,9.47,5.12
Superliga 2019/20,16,11,Patronato,Velez,0,1,44,0,7,18,4,56,4,14,9,4,6,2,1,0,16.7,1.7992857142857144,25.876712328767123,0.2054794520547945,91.25,1.7884615384615385,23.692307692307693,0.28846153846153844,V,9/12/2019 00:00,19:00:00,4.25,1.97,3.12
Superliga 2019/20,16,12,Argentinos,Estudiantes (LP),1,1,44,3,14,20,2,56,5,13,17,4,4,1,0,0,44.050000000000004,1.7709433962264152,25.20754716981132,0.1509433962264151,46.975,1.7835555555555556,24.866666666666667,0.17777777777777778,E,9/12/2019 00:00,21:10:00,2.29,3.56,2.89
Superliga 2019/20,17,1,Aldosivi,Lanus,2,0,46,4,8,24,0,54,2,8,4,4,5,2,0,0,14.1,1.7981818181818183,26.065217391304348,0.2608695652173913,49.925000000000004,1.7848,23.215686274509803,0.2549019607843137,L,24/1/2020 00:00,17:35:00,3.97,2,3.22
Superliga 2019/20,17,2,Gimnasia (LP),Velez,0,0,39,0,11,15,6,61,3,9,12,3,3,2,0,0,24.4,1.788813559322034,25.271186440677965,0.23728813559322035,91.25,1.7884615384615385,23.692307692307693,0.28846153846153844,E,24/1/2020 00:00,19:40:00,3.16,2.43,2.98
Superliga 2019/20,17,3,Union,Argentinos,1,0,42,2,7,10,2,58,3,8,11,6,1,6,0,2,22.575,1.79,24.09433962264151,0.18867924528301888,44.050000000000004,1.7709433962264152,25.20754716981132,0.1509433962264151,L,24/1/2020 00:00,21:45:00,2.5,3.19,2.87
Superliga 2019/20,17,4,Rosario Central,Huracan,2,1,59,1,14,24,4,41,5,15,19,1,3,4,0,0,31,1.7771153846153847,25.153846153846153,0.2692307692307692,23.35,1.7850943396226415,25.05263157894737,0.15789473684210525,L,24/1/2020 00:00,21:45:00,1.65,5.74,3.54
Superliga 2019/20,17,5,Arsenal,Newells,1,1,53,4,11,8,6,47,5,13,12,10,1,1,0,0,14.525,1.8097777777777777,25.630434782608695,0.2391304347826087,32.325,1.7915384615384615,25.5,0.21153846153846154,E,25/1/2020 00:00,17:35:00,2.65,2.7,3.22
Superliga 2019/20,17,6,Central Cba (SdE),Colon,1,0,60,4,26,15,4,40,1,3,15,4,3,3,0,0,18.75,1.7907272727272727,27.649122807017545,0.2982456140350877,49.05,1.786734693877551,25.28,0.18,L,25/1/2020 00:00,19:40:00,2.14,3.92,2.94
Superliga 2019/20,17,7,San Lorenzo,Estudiantes (LP),1,1,54,3,9,15,5,46,1,5,16,2,4,4,0,0,92.89999999999999,1.7889655172413794,25.338983050847457,0.2542372881355932,46.975,1.7835555555555556,24.866666666666667,0.17777777777777778,E,25/1/2020 00:00,19:40:00,2.78,2.94,2.77
Superliga 2019/20,17,8,Godoy Cruz,River Plate,0,1,33,3,10,15,4,67,4,22,8,10,3,0,0,0,42.25,1.8012903225806454,23.768115942028984,0.2463768115942029,148.25,1.7879545454545456,25.75,0.20454545454545456,V,25/1/2020 00:00,21:45:00,11.25,1.26,5.6
Superliga 2019/20,17,9,Def y Justicia,Talleres (C),4,1,52,6,9,14,4,48,1,14,10,7,3,2,0,0,50.5,1.7697402597402598,24.426829268292682,0.24390243902439024,59.25,1.770877192982456,23.033898305084747,0.13559322033898305,L,26/1/2020 00:00,17:35:00,2.51,3.24,2.84
Superliga 2019/20,17,10,Banfield,Patronato,3,3,44,4,7,20,4,56,6,11,10,4,2,1,0,0,38.025,1.7916363636363637,25.12727272727273,0.21818181818181817,16.7,1.7992857142857144,25.876712328767123,0.2054794520547945,E,26/1/2020 00:00,17:35:00,1.74,5.05,3.46
Superliga 2019/20,17,11,Racing Club,Atl Tucuman,1,1,68,4,10,8,4,32,3,13,17,4,2,2,0,0,80.125,1.78328125,24.53125,0.1875,16.55,1.8056818181818182,26.568181818181817,0.13636363636363635,E,26/1/2020 00:00,19:40:00,1.76,5.18,3.33
Superliga 2019/20,17,12,Boca Juniors,Independiente,0,0,49,2,8,9,7,51,7,14,17,4,3,4,1,1,144,1.7931578947368423,25.140350877192983,0.21052631578947367,66.075,1.7607547169811322,25.169811320754718,0.3018867924528302,E,26/1/2020 00:00,21:45:00,2,4.09,3.14
Superliga 2019/20,18,1,Velez,Aldosivi,1,1,50,5,10,11,1,50,1,5,26,1,2,5,1,0,91.25,1.7884615384615385,23.692307692307693,0.28846153846153844,14.1,1.7981818181818183,26.065217391304348,0.2608695652173913,E,30/1/2020 00:00,21:10:00,1.46,8.31,3.9
Superliga 2019/20,18,2,Huracan,Gimnasia (LP),1,1,52,3,12,16,8,48,1,5,19,3,3,7,0,0,23.35,1.7850943396226415,25.05263157894737,0.15789473684210525,24.4,1.788813559322034,25.271186440677965,0.23728813559322035,E,31/1/2020 00:00,21:10:00,3.18,2.48,2.89
Superliga 2019/20,18,3,Independiente,Rosario Central,5,0,51,9,15,12,4,49,5,17,9,7,1,1,0,0,66.075,1.7607547169811322,25.169811320754718,0.3018867924528302,31,1.7771153846153847,25.153846153846153,0.2692307692307692,L,1/2/2020 00:00,17:35:00,1.87,4.54,3.26
Superliga 2019/20,18,4,Estudiantes (LP),Union,3,1,60,7,11,14,2,40,2,8,19,1,0,5,0,1,46.975,1.7835555555555556,24.866666666666667,0.17777777777777778,22.575,1.79,24.09433962264151,0.18867924528301888,L,1/2/2020 00:00,19:40:00,1.85,4.89,3.14
Superliga 2019/20,18,5,Atl Tucuman,Def y Justicia,1,1,30,1,11,9,3,70,5,9,11,3,1,1,0,0,16.55,1.8056818181818182,26.568181818181817,0.13636363636363635,50.5,1.7697402597402598,24.426829268292682,0.24390243902439024,E,1/2/2020 00:00,19:40:00,2.59,2.9,3.01
Superliga 2019/20,18,6,Argentinos,Racing Club,1,1,34,3,10,18,3,66,3,7,12,3,0,4,0,0,44.050000000000004,1.7709433962264152,25.20754716981132,0.1509433962264151,80.125,1.78328125,24.53125,0.1875,E,1/2/2020 00:00,21:45:00,2.71,2.84,2.95
Superliga 2019/20,18,7,River Plate,Central Cba (SdE),2,0,45,4,14,14,6,55,1,10,11,5,3,4,1,0,148.25,1.7879545454545456,25.75,0.20454545454545456,18.75,1.7907272727272727,27.649122807017545,0.2982456140350877,L,2/2/2020 00:00,17:35:00,1.21,13.47,6.1
Superliga 2019/20,18,8,Lanus,Godoy Cruz,2,0,62,6,21,15,9,38,1,6,14,3,4,3,0,0,49.925000000000004,1.7848,23.215686274509803,0.2549019607843137,42.25,1.8012903225806454,23.768115942028984,0.2463768115942029,L,2/2/2020 00:00,19:40:00,1.38,8.38,4.53
Superliga 2019/20,18,9,Colon,Banfield,0,1,58,4,21,12,3,42,2,5,19,3,2,3,0,0,49.05,1.786734693877551,25.28,0.18,38.025,1.7916363636363637,25.12727272727273,0.21818181818181817,V,2/2/2020 00:00,19:40:00,2.93,2.72,2.81
Superliga 2019/20,18,10,Talleres (C),Boca Juniors,1,2,53,7,20,17,8,47,5,9,19,4,4,1,0,0,59.25,1.770877192982456,23.033898305084747,0.13559322033898305,144,1.7931578947368423,25.140350877192983,0.21052631578947367,V,2/2/2020 00:00,21:45:00,3.11,2.35,3.12
Superliga 2019/20,18,11,Patronato,Arsenal,2,2,48,6,15,10,3,52,6,16,16,6,2,3,0,0,16.7,1.7992857142857144,25.876712328767123,0.2054794520547945,14.525,1.8097777777777777,25.630434782608695,0.2391304347826087,E,3/2/2020 00:00,19:00:00,2.48,2.84,3.25
Superliga 2019/20,18,12,Newells,San Lorenzo,1,0,41,4,14,19,4,59,1,5,11,2,3,1,0,0,32.325,1.7915384615384615,25.5,0.21153846153846154,92.89999999999999,1.7889655172413794,25.338983050847457,0.2542372881355932,L,3/2/2020 00:00,21:10:00,1.92,4.22,3.27
Superliga 2019/20,19,1,Aldosivi,Central Cba (SdE),0,2,72,1,11,16,9,28,3,6,23,3,4,2,0,0,14.1,1.7981818181818183,26.065217391304348,0.2608695652173913,18.75,1.7907272727272727,27.649122807017545,0.2982456140350877,V,7/2/2020 00:00,19:00:00,2.49,3.24,2.84
Superliga 2019/20,19,2,Argentinos,Lanus,0,0,49,9,17,15,9,51,1,4,18,2,5,4,0,0,44.050000000000004,1.7709433962264152,25.20754716981132,0.1509433962264151,49.925000000000004,1.7848,23.215686274509803,0.2549019607843137,E,7/2/2020 00:00,21:10:00,2.87,2.75,2.85
Superliga 2019/20,19,3,Def y Justicia,Colon,0,0,72,3,14,14,8,28,4,6,13,2,0,3,0,0,50.5,1.7697402597402598,24.426829268292682,0.24390243902439024,49.05,1.786734693877551,25.28,0.18,E,8/2/2020 00:00,17:35:00,1.62,5.72,3.65
Superliga 2019/20,19,4,Gimnasia (LP),Patronato,1,1,43,2,11,21,5,57,1,9,20,1,4,6,0,0,24.4,1.788813559322034,25.271186440677965,0.23728813559322035,16.7,1.7992857142857144,25.876712328767123,0.2054794520547945,E,8/2/2020 00:00,17:35:00,1.97,4.22,3.11
Superliga 2019/20,19,5,Banfield,Rosario Central,1,1,37,4,10,10,1,63,3,12,13,3,2,2,0,0,38.025,1.7916363636363637,25.12727272727273,0.21818181818181817,31,1.7771153846153847,25.153846153846153,0.2692307692307692,E,8/2/2020 00:00,19:40:00,2.38,3.28,2.94
Superliga 2019/20,19,6,Newells,Estudiantes (LP),0,0,52,0,8,11,6,48,1,5,10,0,3,2,0,0,32.325,1.7915384615384615,25.5,0.21153846153846154,46.975,1.7835555555555556,24.866666666666667,0.17777777777777778,E,8/2/2020 00:00,19:40:00,2.17,3.66,3.06
Superliga 2019/20,19,7,Boca Juniors,Atl Tucuman,2,0,58,6,14,10,9,42,2,12,13,3,2,4,0,0,144,1.7931578947368423,25.140350877192983,0.21052631578947367,16.55,1.8056818181818182,26.568181818181817,0.13636363636363635,L,8/2/2020 00:00,21:45:00,1.28,10.38,5.4
Superliga 2019/20,19,8,San Lorenzo,Velez,1,0,31,3,7,9,6,69,6,19,20,9,2,3,1,1,92.89999999999999,1.7889655172413794,25.338983050847457,0.2542372881355932,91.25,1.7884615384615385,23.692307692307693,0.28846153846153844,L,9/2/2020 00:00,17:35:00,2.84,2.81,2.83
Superliga 2019/20,19,9,Racing Club,Independiente,1,0,46,5,11,7,6,54,4,16,16,7,2,5,2,2,80.125,1.78328125,24.53125,0.1875,66.075,1.7607547169811322,25.169811320754718,0.3018867924528302,L,9/2/2020 00:00,19:40:00,2.75,2.72,3
Superliga 2019/20,19,10,Union,River Plate,1,2,35,4,12,12,4,65,3,13,16,3,1,3,0,0,22.575,1.79,24.09433962264151,0.18867924528301888,148.25,1.7879545454545456,25.75,0.20454545454545456,V,9/2/2020 00:00,21:45:00,5.93,1.58,3.75
Superliga 2019/20,19,11,Arsenal,Talleres (C),1,1,63,4,14,8,4,37,2,11,16,2,3,8,0,2,14.525,1.8097777777777777,25.630434782608695,0.2391304347826087,59.25,1.770877192982456,23.033898305084747,0.13559322033898305,E,10/2/2020 00:00,19:00:00,2.19,3.23,3.34
Superliga 2019/20,19,12,Godoy Cruz,Huracan,2,1,37,5,9,11,3,63,2,20,14,11,3,2,0,0,42.25,1.8012903225806454,23.768115942028984,0.2463768115942029,23.35,1.7850943396226415,25.05263157894737,0.15789473684210525,L,10/2/2020 00:00,21:10:00,2.61,2.92,2.93
Superliga 2019/20,20,1,Patronato,Union,1,0,55,9,22,13,8,45,2,6,11,1,1,1,0,1,16.7,1.7992857142857144,25.876712328767123,0.2054794520547945,22.575,1.79,24.09433962264151,0.18867924528301888,L,14/2/2020 00:00,19:00:00,2.79,2.77,2.92
Superliga 2019/20,20,2,Colon,Racing Club,1,1,32,3,13,11,5,68,5,10,10,5,4,2,0,0,49.05,1.786734693877551,25.28,0.18,80.125,1.78328125,24.53125,0.1875,E,14/2/2020 00:00,21:10:00,3.17,2.42,3
Superliga 2019/20,20,3,Huracan,Aldosivi,0,2,57,5,16,15,10,43,2,6,17,1,3,4,0,1,23.35,1.7850943396226415,25.05263157894737,0.15789473684210525,14.1,1.7981818181818183,26.065217391304348,0.2608695652173913,V,15/2/2020 00:00,17:35:00,2.56,3.13,2.82
Superliga 2019/20,20,4,Atl Tucuman,Argentinos,0,2,43,3,5,17,1,57,2,6,10,3,1,3,2,0,16.55,1.8056818181818182,26.568181818181817,0.13636363636363635,44.050000000000004,1.7709433962264152,25.20754716981132,0.1509433962264151,V,15/2/2020 00:00,19:40:00,3.2,2.44,2.94
Superliga 2019/20,20,5,Rosario Central,Gimnasia (LP),1,0,43,4,8,17,4,57,2,8,11,4,3,5,0,0,31,1.7771153846153847,25.153846153846153,0.2692307692307692,24.4,1.788813559322034,25.271186440677965,0.23728813559322035,L,15/2/2020 00:00,19:45:00,2,4.01,3.16
Superliga 2019/20,20,6,Talleres (C),San Lorenzo,1,0,65,8,22,22,12,35,2,6,12,2,6,2,2,1,59.25,1.770877192982456,23.033898305084747,0.13559322033898305,92.89999999999999,1.7889655172413794,25.338983050847457,0.2542372881355932,L,15/2/2020 00:00,21:50:00,2.15,3.68,3.09
Superliga 2019/20,20,7,Lanus,Newells,1,1,52,1,10,13,5,48,2,11,14,4,2,2,0,0,49.925000000000004,1.7848,23.215686274509803,0.2549019607843137,32.325,1.7915384615384615,25.5,0.21153846153846154,E,16/2/2020 00:00,19:40:00,2.38,3.37,2.87
Superliga 2019/20,20,8,River Plate,Banfield,1,0,57,9,16,17,5,43,0,8,15,4,4,4,0,0,148.25,1.7879545454545456,25.75,0.20454545454545456,38.025,1.7916363636363637,25.12727272727273,0.21818181818181817,L,16/2/2020 00:00,19:40:00,1.36,8.57,4.74
Superliga 2019/20,20,9,Central Cba (SdE),Boca Juniors,0,4,44,2,15,11,7,56,7,12,14,6,3,1,0,0,18.75,1.7907272727272727,27.649122807017545,0.2982456140350877,144,1.7931578947368423,25.140350877192983,0.21052631578947367,V,16/2/2020 00:00,21:50:00,4.47,1.89,3.21
